Any,Núm. Mes,Mes,Regió Policial (RP),Àrea Bàsica Policial (ABP),Província,Comarca,Municipi,Tipus de lloc dels fets,Canal dels fets,Tipus de fet,Títol del fet (Codi Penal) o Llei de referència,Tipus de fet (Codi penal) o d'Infracció (altres lleis),Àmbit fet,Nombre fets o infraccions,Nombre víctimes
2020,5,maig,RP Central,ABP Bages,Barcelona,bages,Resta de municipis ABP Bages,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),origen racial,1,2.0
2020,5,maig,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,barcelones,Barcelona,transport públic - renfe - adif - estació,Presencial,delictes,de les lesions,Lesions (lleu),origen racial,1,1.0
2020,5,maig,RP  Metropolitana Nord,ABP Granollers,Barcelona,valles oriental,Resta de municipis ABP Granollers,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),origen racial,1,1.0
2020,5,maig,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,barcelones,Barcelona,dependències - policia de la generalitat - mossos d'esquadra,Presencial,delictes,de les lesions,Falta de maltractament d'obra sense lesió,LGTBI-fòbia,1,1.0
2020,5,maig,RP Central,ABP Bages,Barcelona,bages,Manresa,altres empreses de serveis,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys (lleu),Orientació política,1,1.0
2020,5,maig,RP  Metropolitana Nord,ABP Premià de Mar,Barcelona,maresme,Premià de Mar,dependències - policia de la generalitat - mossos d'esquadra,Internet o xarxes socials,delictes,delictes contra la llibertat,Amenaces,origen racial,1,0.0
2020,5,maig,RP Metropolitana Barcelona,ABP Gràcia,Barcelona,barcelones,Barcelona,dependències - administració estatal,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys (lleu),Orientació política,1,0.0
2020,5,maig,RP Girona,ABP Selva Interior,Girona,selva,Resta de municipis ABP Selva Interior,habitatge - primera residència - pis/apartament,Internet o xarxes socials,delictes,delictes contra l'honor,Injúria,Orientació política,1,2.0
2020,5,maig,RP Girona,ABP Baix Empordà - Sant Feliu,Girona,baix emporda,Sant Feliu de Guíxols,dependències - judicial,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys,Orientació política,1,0.0
2020,5,maig,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,segria,Lleida,partit polític,Presencial,infraccio administrativa,llei 4/15 de proteccio de seguretat ciutadana,Danys / deslluïments de béns mobles / immobles,Orientació política,1,1.0
2020,5,maig,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2.0
2020,5,maig,RP  Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Sabadell,transport públic - renfe - adif -comboi,Presencial,delictes,de les lesions,Lesions (lleu),LGTBI-fòbia,1,1.0
2020,5,maig,RP Girona,ABP Gironès - Pla de l'Estany,Girona,pla de l'estany,Banyoles,habitatge - primera residència - pis/apartament,Internet o xarxes socials,delictes,delictes contra l'honor,Injúria (lleu),LGTBI-fòbia,1,1.0
2020,5,maig,RP  Metropolitana Nord,ABP Granollers,Barcelona,valles oriental,Resta de municipis ABP Granollers,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2.0
2020,5,maig,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,segria,Lleida,via pública urbana,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,1.0
2020,5,maig,RP Metropolitana Sud,ABP Gavà,Barcelona,baix llobregat,Viladecans,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2.0
2020,5,maig,RP  Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Sabadell,habitatge - primera residència - pis/apartament,Presencial,delictes,de les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,origen racial,1,1.0
2020,5,maig,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,baix llobregat,Resta de municipis ABP Sant Feliu de Llobregat,via pública urbana,Presencial,delictes,de les lesions,Lesions,origen racial,1,3.0
2020,5,maig,RP Central,ABP Anoia,Barcelona,anoia,Igualada,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),origen racial,1,5.0
2020,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,tarragones,Salou,platja,Presencial,delictes,delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,2.0
2020,5,maig,RP Central,ABP Anoia,Barcelona,anoia,Igualada,habitatge - escala/portal finca/replà,Presencial,delictes,de les lesions,Lesions (lleu),origen racial,1,2.0
2020,6,juny,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,baix camp,Cambrils,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),Orientació política,1,1.0
2020,6,juny,RP Metropolitana Sud,ABP Martorell,Barcelona,baix llobregat,Martorell,parcs/jardins,Presencial,delictes,delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1.0
2020,6,juny,RP Metropolitana Barcelona,ABP Nou Barris,Barcelona,barcelones,Barcelona,habitatge - primera residència - pis/apartament,Presencial,delictes,de les lesions,Maltractaments en l'àmbit de la llar,LGTBI-fòbia,1,1.0
2020,6,juny,RP  Metropolitana Nord,ABP Santa Coloma de Gramenet,Barcelona,barcelones,Santa Coloma de Gramenet,centre religiós catòlic,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys,Religiós,1,1.0
2020,6,juny,RP Metropolitana Sud,ABP Garraf,Barcelona,garraf,Vilanova i la Geltrú,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,Aporofòbia,1,1.0
2020,6,juny,RP Metropolitana Sud,ABP Garraf,Barcelona,garraf,Resta de municipis ABP Garraf,habitatge - primera residència - casa aïllada,Presencial,delictes,delictes contra la llibertat,Assetjament,LGTBI-fòbia,1,1.0
2020,6,juny,RP Camp de Tarragona,ABP Tarragonès,Tarragona,tarragones,Salou,establiments - restauració - bar musical - centre comercial,Presencial,delictes,de les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,LGTBI-fòbia,1,1.0
2020,6,juny,RP Metropolitana Sud,ABP Garraf,Barcelona,garraf,Vilanova i la Geltrú,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2020,6,juny,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,3.0
2020,6,juny,RP Girona,ABP Gironès - Pla de l'Estany,Girona,girones,Girona,via pública urbana,Presencial,delictes,de les lesions,Lesions (lleu),origen racial,1,1.0
2020,6,juny,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,segria,Lleida,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2.0
2020,6,juny,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,habitatge - primera residència - pis/apartament,Internet o xarxes socials,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2020,6,juny,RP Girona,ABP Gironès - Pla de l'Estany,Girona,girones,Resta de municipis ABP Gironès - Pla de l'Estany,habitatge - primera residència - casa adossada,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,4.0
2020,6,juny,RP  Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Badalona,via pública urbana,Presencial,delictes,de les lesions,Lesions (lleu),LGTBI-fòbia,1,2.0
2020,6,juny,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,baix camp,Resta de municipis ABP Baix Camp - Priorat,platja,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),origen racial,1,2.0
2020,6,juny,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,2.0
2020,6,juny,RP  Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Badalona,habitatge - escala/portal finca/replà,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,2.0
2020,6,juny,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,barcelones,Barcelona,transport públic - metro - estació,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Robatori amb violència i/o intimidació,origen racial,1,1.0
2020,6,juny,RP Central,ABP Solsonès,Lleida,solsones,Resta de municipis ABP Solsonès,habitatge - primera residència - pis/apartament,Presencial,delictes,de les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,origen racial,1,5.0
2020,6,juny,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,garrigues,Resta de municipis ABP Segrià - Garrigues - Pla d'Urgell,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1.0
2020,6,juny,RP Metropolitana Sud,ABP Gavà,Barcelona,baix llobregat,Gavà,habitatge - primera residència - pis/apartament,Presencial,delictes,de les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,origen racial,1,2.0
2020,6,juny,RP Camp de Tarragona,ABP Tarragonès,Tarragona,tarragones,Tarragona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,Orientació política,1,1.0
2020,6,juny,RP Metropolitana Sud,ABP Garraf,Barcelona,garraf,Sitges,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),origen racial,1,1.0
2020,6,juny,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,segria,Lleida,establiments - restauració - bar,Presencial,delictes,de les lesions,Lesions (lleu),origen racial,1,1.0
2020,6,juny,RP Central,ABP Osona,Barcelona,osona,Resta de municipis ABP Osona,habitatge - primera residència - casa aïllada,Presencial,delictes,de les tortures i altres delictes contra la integritat moral,Violència física o psíquica habitual en l'àmbit familiar,LGTBI-fòbia,1,2.0
2020,6,juny,RP  Metropolitana Nord,ABP Terrassa,Barcelona,valles occidental,Terrassa,via pública urbana,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,1.0
2020,6,juny,RP Metropolitana Sud,ABP Garraf,Barcelona,garraf,Vilanova i la Geltrú,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,2.0
2020,6,juny,RP  Metropolitana Nord,ABP Mataró,Barcelona,maresme,Resta de municipis ABP Mataró,habitatge - primera residència - casa adossada,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2020,6,juny,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,1.0
2020,6,juny,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,barcelones,Barcelona,habitatge - escala/portal finca/replà,Presencial,delictes,delictes contra la constitucio,Contra la llibertat de consciència i sentiments religiosos,Antisemita,1,2.0
2020,6,juny,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,segria,Lleida,partit polític,Presencial,infraccio administrativa,llei 4/15 de proteccio de seguretat ciutadana,Danys / deslluïments de béns mobles / immobles,Orientació política,1,1.0
2020,6,juny,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,origen racial,1,1.0
2020,6,juny,RP Girona,ABP Gironès - Pla de l'Estany,Girona,girones,Girona,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),origen racial,1,1.0
2020,6,juny,RP Central,ABP Osona,Barcelona,osona,Resta de municipis ABP Osona,via interurbana,Internet o xarxes socials,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys,Orientació política,1,0.0
2020,6,juny,RP  Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Badalona,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,1.0
2020,6,juny,RP Metropolitana Sud,ABP Gavà,Barcelona,baix llobregat,Gavà,parcs/jardins,Presencial,delictes,de les lesions,Lesions (lleu),LGTBI-fòbia,1,2.0
2020,6,juny,RP Camp de Tarragona,ABP Alt Camp - C. de Barberà,Tarragona,alt camp,Resta de municipis ABP Alt Camp - C. de Barberà,habitatge - primera residència - casa adossada,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2020,6,juny,RP Central,ABP Anoia,Barcelona,anoia,Resta de municipis ABP Anoia,via pública urbana,Presencial,delictes,de les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,LGTBI-fòbia,1,2.0
2020,6,juny,RP  Metropolitana Nord,ABP Terrassa,Barcelona,valles occidental,Terrassa,via pública urbana,Presencial,delictes,delictes contra la llibertat,Coaccions (lleu),origen racial,1,1.0
2020,6,juny,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Furt (lleu),LGTBI-fòbia,1,1.0
2020,6,juny,RP  Metropolitana Nord,ABP Santa Coloma de Gramenet,Barcelona,barcelones,Santa Coloma de Gramenet,centre religiós catòlic,Presencial,delictes,delictes contra l'ordre public,Desordres públics,Religiós,1,1.0
2020,6,juny,RP  Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Sant Adrià de Besòs,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2.0
2021,9,setembre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de les lesions,Lesions,Orientació política,1,2.0
2020,6,juny,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,baix llobregat,Sant Vicenç dels Horts,urbanització,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),origen racial,1,1.0
2020,6,juny,RP Metropolitana Sud,ABP Sant Boi de Llobregat,Barcelona,baix llobregat,Sant Boi de Llobregat,via pública urbana,Presencial,delictes,de les lesions,Lesions,origen racial,1,1.0
2020,6,juny,RP Metropolitana Barcelona,ABP Gràcia,Barcelona,barcelones,Barcelona,establiments - altres comerços,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2.0
2020,6,juny,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,segria,Lleida,establiments - restauració - bar,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys,origen racial,1,1.0
2020,6,juny,RP  Metropolitana Nord,ABP Premià de Mar,Barcelona,maresme,Resta de municipis ABP Premià de Mar,habitatge - primera residència - casa adossada,Presencial,delictes,delictes contra la llibertat,Coaccions (lleu),Orientació política,1,1.0
2020,6,juny,RP Girona,ABP Alt Empordà - Figueres,Girona,alt emporda,Figueres,habitatge - escala/portal finca/replà,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,5.0
2020,6,juny,RP Central,ABP Osona,Barcelona,osona,Manlleu,centre religiós islàmic,Presencial,delictes,delictes contra l'ordre public,Desordres públics,Religiós,1,1.0
2020,7,juliol,RP Metropolitana Sud,ABP Sant Boi de Llobregat,Barcelona,baix llobregat,Sant Boi de Llobregat,habitatge - primera residència - pis/apartament,Presencial,delictes,de les tortures i altres delictes contra la integritat moral,Violència física o psíquica habitual en l'àmbit familiar,LGTBI-fòbia,1,2.0
2020,7,juliol,RP  Metropolitana Nord,ABP Cerdanyola,Barcelona,valles occidental,Cerdanyola del Vallès,habitatge - escala/portal finca/replà,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2.0
2020,7,juliol,RP Central,ABP Bages,Barcelona,bages,Manresa,via pública urbana,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Robatori amb violència i/o intimidació,Orientació política,1,1.0
2020,7,juliol,RP Central,ABP Bages,Barcelona,moianes,Resta de municipis ABP Bages,via pública urbana,Presencial,delictes,de les lesions,Lesions (lleu),Orientació política,1,3.0
